Tempo,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12
106.67,-330.32,45.89,-3.35,5.3,5.72,4.84,0.2,8.84,-9.86,-1.61,-7.73,-2.24,-7.31,-0.85,-6.19,-4.01,-11.54,-3.56,-7.46,-2.79,0.38,0.4,0.62,0.29,0.26,0.31,0.27,0.57,0.34,0.23,0.33,0.38
68.57,-329.84,53.82,5.98,13.36,-7.2,13.23,4.32,8.84,1.41,-13.46,5.52,6.64,-11.55,1.03,-5.97,-10.24,-17.6,-0.58,-0.96,7.97,0.31,0.35,0.34,0.29,0.19,0.08,0.05,0.05,0.14,0.44,0.3,0.26
128.0,-86.39,95.22,-13.38,20.29,4.09,9.13,1.65,5.3,-4.56,3.87,-3.7,3.07,-5.58,6.72,-9.88,-2.85,-11.52,-1.2,-7.94,0.37,0.32,0.16,0.25,0.19,0.41,0.13,0.15,0.33,0.27,0.36,0.25,0.55
120.0,-198.14,53.55,-11.57,30.4,-16.53,20.39,-4.32,6.17,0.11,2.88,-9.16,1.29,-0.69,-6.01,-7.59,-6.22,-1.45,1.41,4.03,6.04,0.6,0.24,0.23,0.43,0.22,0.31,0.16,0.36,0.17,0.23,0.33,0.35
71.11,-201.08,117.16,-32.32,2.92,3.98,-5.69,2.25,-9.53,-5.28,3.74,-11.17,-1.24,-6.64,-0.33,-1.24,1.01,-13.57,-1.21,-12.21,-10.39,0.36,0.1,0.09,0.09,0.27,0.46,0.18,0.24,0.43,0.64,0.55,0.35
71.11,-141.51,100.35,-19.3,11.37,1.75,16.85,-5.54,2.41,-4.16,12.55,-5.72,-2.07,-8.96,4.3,-3.91,-1.82,-5.23,5.7,-7.05,-3.06,0.35,0.19,0.27,0.33,0.24,0.24,0.38,0.46,0.25,0.34,0.65,0.43
160.0,-227.77,107.58,-2.45,23.27,5.8,-2.42,-2.27,5.23,-4.17,8.12,6.44,2.76,1.02,2.45,1.27,5.81,-1.57,-3.16,5.65,5.01,0.19,0.3,0.09,0.13,0.3,0.3,0.61,0.35,0.14,0.11,0.31,0.3
192.0,-424.54,170.77,-16.79,-2.81,-1.63,-19.85,-16.7,-19.01,-14.2,-5.68,-3.6,3.21,-0.12,-7.11,0.11,1.4,2.08,5.33,8.26,12.58,0.46,0.22,0.11,0.11,0.18,0.11,0.21,0.59,0.16,0.1,0.16,0.6
128.0,-344.62,188.59,-8.59,-2.31,6.04,-6.63,2.95,-4.67,-17.54,-9.79,-0.96,-7.98,-8.8,-4.88,-6.53,-3.83,-6.89,-11.27,-4.73,0.07,0.12,0.13,0.09,0.14,0.44,0.33,0.09,0.1,0.16,0.33,0.27,0.28
106.67,-236.25,114.18,15.47,1.94,10.71,10.92,12.5,7.68,-9.54,1.07,3.42,11.64,-0.17,-0.18,1.69,0.61,-9.03,2.33,3.78,-1.82,0.62,0.56,0.24,0.19,0.25,0.19,0.12,0.33,0.3,0.17,0.21,0.23
101.05,-440.91,157.81,16.03,9.02,9.78,12.0,9.06,9.96,7.19,6.29,-1.62,-9.34,-10.35,-6.41,-4.92,-3.46,1.33,-3.46,-6.76,-4.63,0.56,0.28,0.2,0.17,0.31,0.24,0.29,0.45,0.23,0.4,0.45,0.69
128.0,-243.11,100.25,9.69,25.89,8.15,4.28,6.42,5.85,1.57,4.94,-3.18,2.75,0.34,3.67,0.39,7.41,4.34,4.48,0.35,2.53,0.36,0.32,0.44,0.52,0.56,0.88,0.58,0.55,0.46,0.42,0.44,0.4
112.94,-241.28,114.88,-12.85,19.69,-4.0,3.96,-5.4,-3.42,-8.09,-0.62,-3.61,2.13,0.55,9.74,6.3,9.07,-0.15,-3.75,-10.62,-2.98,0.06,0.02,0.02,0.04,0.13,0.21,0.07,0.04,0.48,0.34,0.09,0.27
192.0,-244.04,82.51,-18.77,23.57,-7.59,11.6,-4.96,3.63,-1.62,-1.33,-9.58,-2.05,-8.01,-2.7,-8.54,-4.54,-9.84,0.2,-9.57,-0.84,0.18,0.4,0.45,0.36,0.49,0.59,0.64,0.31,0.29,0.42,0.31,0.24
128.0,-496.09,90.9,3.24,37.03,-3.71,9.54,-4.13,-11.63,-8.1,-12.52,-8.13,1.78,-2.9,1.83,-12.41,-4.18,-8.0,-13.07,-13.61,-2.43,0.31,0.52,0.25,0.26,0.32,0.32,0.14,0.05,0.04,0.08,0.27,0.25
120.0,-200.12,77.9,12.74,19.77,6.82,19.76,5.43,9.03,2.94,10.32,0.49,-1.11,-8.3,-2.91,-5.01,1.86,1.57,-0.42,-5.31,4.0,0.27,0.22,0.32,0.57,0.33,0.36,0.38,0.35,0.4,0.52,0.73,0.46
96.0,-556.27,123.94,-30.89,22.89,6.59,7.67,-8.71,2.48,-2.16,2.39,-4.49,-2.59,-2.89,-10.05,0.65,4.11,5.6,8.06,-1.97,-14.25,0.11,0.04,0.1,0.04,0.08,0.04,0.15,0.61,0.18,0.21,0.09,0.19
128.0,-363.85,159.66,-22.9,24.74,-6.63,-0.82,-6.59,-8.23,-2.44,-5.99,-8.92,-8.97,-9.09,-6.79,-11.26,-15.96,-8.46,-5.61,-5.53,-4.73,0.65,0.38,0.32,0.3,0.4,0.21,0.28,0.31,0.35,0.29,0.4,0.5
101.05,-259.97,143.56,-30.91,43.61,4.98,8.29,0.72,9.82,-10.37,1.6,-3.36,-2.39,-4.08,-0.43,2.74,0.35,-7.37,-5.8,1.1,2.81,0.43,0.4,0.62,0.29,0.24,0.17,0.19,0.22,0.14,0.32,0.18,0.29
96.0,-293.1,125.93,-36.81,27.0,-18.2,-5.14,-19.35,-13.72,-19.08,-1.28,-3.92,-6.57,-12.17,-4.02,-11.2,-11.58,-12.02,-6.51,-0.5,-4.35,0.09,0.13,0.58,0.26,0.3,0.36,0.28,0.23,0.08,0.08,0.09,0.31
128.0,-438.26,96.72,-31.06,40.93,-7.76,0.22,-12.51,-6.14,-10.52,-3.57,-15.26,-2.52,-6.09,-2.52,0.26,1.73,-12.27,-4.1,-10.64,-4.87,0.23,0.26,0.4,0.19,0.08,0.13,0.17,0.15,0.25,0.7,0.63,0.28
120.0,-338.44,91.52,-21.87,21.79,-6.56,0.98,-3.63,3.23,-5.64,-8.56,-13.48,-2.02,-2.36,-0.97,-9.68,-9.31,-2.07,6.31,-2.03,-3.58,0.35,0.06,0.06,0.06,0.22,0.06,0.2,0.64,0.18,0.07,0.19,0.37
91.43,-422.33,123.42,-25.84,6.83,-7.68,-9.12,-14.35,-16.32,-16.08,-14.08,-7.21,1.66,-2.79,-9.5,-9.67,-1.09,1.3,2.66,1.22,-1.5,0.11,0.3,0.08,0.13,0.35,0.13,0.28,0.11,0.21,0.07,0.23,0.35
40.0,-524.47,190.27,14.1,-8.22,1.11,-10.41,-15.14,-16.75,-8.61,-1.28,-3.7,-4.27,-2.36,-4.16,-5.37,-4.89,-5.75,0.01,5.8,1.42,0.24,0.26,0.12,0.22,0.11,0.33,0.07,0.05,0.22,0.05,0.0,0.03
120.0,-155.73,55.89,-3.25,6.93,-11.53,-2.03,-11.51,-10.19,-16.01,-5.35,-12.42,-4.48,-10.56,-5.67,-9.82,-5.65,-8.34,-0.62,1.68,1.52,0.15,0.03,0.08,0.06,0.26,0.26,0.12,0.07,0.07,0.26,0.26,0.57
192.0,-366.24,144.32,2.04,15.23,-11.1,4.3,6.36,10.66,2.21,0.24,3.94,3.23,-9.5,0.2,1.38,-6.03,-2.97,9.78,0.85,9.65,0.23,0.14,0.15,0.34,0.48,0.6,0.3,0.31,0.4,0.46,0.31,0.26
137.14,-200.61,33.97,-70.34,0.28,-25.83,6.93,-20.75,6.07,-14.78,-2.46,-7.23,-0.66,-4.91,-9.77,1.07,11.76,-7.95,-3.93,-3.14,-0.53,0.22,0.08,0.16,0.14,0.68,0.13,0.03,0.09,0.12,0.39,0.24,0.52
71.11,-411.16,126.7,-4.09,30.62,6.78,3.15,1.22,-11.93,-16.69,-3.37,-6.36,-6.09,-7.41,-6.58,-6.27,-4.46,-6.41,-3.96,-9.38,-8.2,0.06,0.08,0.45,0.14,0.02,0.02,0.11,0.22,0.11,0.36,0.15,0.19
101.05,-268.53,106.66,-26.54,6.77,-18.84,-4.83,-16.49,-13.44,-17.53,-13.72,-12.25,-8.23,-11.85,-7.95,-14.27,-5.94,-5.05,-0.59,-2.55,2.2,0.39,0.2,0.5,0.33,0.43,0.28,0.43,0.47,0.43,0.29,0.35,0.93
96.0,-397.45,186.17,-19.23,8.5,3.02,-13.39,-10.07,-14.63,-11.02,-6.92,-5.86,-4.97,-9.65,-7.69,4.97,-3.13,-11.45,-2.64,4.17,5.62,0.25,0.06,0.06,0.05,0.24,0.25,0.13,0.46,0.14,0.22,0.08,0.26
174.55,-263.4,121.1,-4.44,24.46,-0.31,3.75,-6.36,-2.15,-10.06,7.08,0.29,-0.61,-4.57,4.35,-1.38,-0.92,-3.19,7.15,-0.1,6.37,0.2,0.27,0.23,0.38,0.59,0.51,0.45,0.56,0.41,0.17,0.19,0.33
101.05,-261.58,115.28,-5.08,3.7,-10.25,-5.22,-2.0,8.22,-3.72,5.88,-4.41,4.54,-1.01,4.11,-3.29,-2.56,-7.93,-4.16,-7.05,-6.9,0.37,0.09,0.11,0.22,0.06,0.09,0.06,0.25,0.06,0.06,0.26,0.12
112.94,-152.69,57.35,-10.87,18.67,-1.22,6.81,-0.48,7.96,-3.01,-0.69,-4.73,7.03,4.03,7.14,-7.58,-2.06,-5.44,-0.45,-12.31,2.48,0.45,0.37,0.57,0.53,0.34,0.21,0.33,0.33,0.61,0.48,0.34,0.61
106.67,-291.75,72.37,-22.29,25.95,-24.72,-17.98,-25.04,-18.66,-25.11,-17.51,-8.7,-2.92,-7.82,1.57,-15.48,-2.81,-4.42,-5.32,-6.25,0.63,0.46,0.46,0.45,0.27,0.26,0.1,0.14,0.33,0.12,0.1,0.29,0.55
174.55,-480.1,127.27,-8.93,-13.04,-6.09,-10.68,-1.68,-4.54,-13.54,-15.48,-9.81,-1.96,1.69,-1.51,-5.92,-4.32,2.66,13.55,15.29,2.75,0.21,0.27,0.09,0.06,0.13,0.47,0.17,0.11,0.15,0.18,0.25,0.41
137.14,-408.3,150.47,-3.71,16.11,-4.76,20.68,17.52,8.65,1.11,0.97,-5.66,-5.06,-11.6,-7.35,-4.28,-3.24,-2.32,-6.24,-8.01,-1.21,0.04,0.04,0.07,0.1,0.09,0.05,0.05,0.12,0.35,0.86,0.48,0.12
147.69,-225.57,98.07,-25.97,23.77,-12.56,5.13,1.56,-0.14,-6.12,-4.94,-5.46,6.7,-5.55,1.71,-5.35,0.33,-4.93,7.35,-10.17,-10.74,0.32,0.33,0.42,0.29,0.23,0.21,0.36,0.46,0.37,0.22,0.2,0.37
147.69,-403.26,147.04,-4.56,9.65,-0.93,-0.07,-3.89,-8.17,-12.47,-5.52,-5.38,-3.74,-6.39,-1.7,-6.82,-0.87,-3.67,-2.67,-6.33,-5.46,0.1,0.1,0.16,0.13,0.24,0.25,0.14,0.66,0.52,0.35,0.32,0.09
174.55,-290.86,162.26,-35.93,21.72,-13.5,-3.25,-16.14,-13.26,-8.92,-5.59,-10.21,-7.62,-12.17,-3.67,-11.95,-22.62,-11.73,-5.52,-6.69,-2.19,0.22,0.16,0.65,0.15,0.08,0.1,0.2,0.26,0.11,0.15,0.05,0.06
101.05,-296.48,110.19,-1.98,32.66,0.28,17.87,-2.03,-2.76,-0.14,6.29,-10.25,-12.49,-15.34,-9.38,-8.28,-4.03,-8.07,-5.6,6.01,-3.35,0.03,0.16,0.41,0.22,0.34,0.22,0.03,0.05,0.13,0.22,0.06,0.03
54.86,-441.17,120.97,12.78,24.91,7.88,-5.73,-7.25,4.12,19.57,9.39,-2.7,-8.86,-8.36,5.0,0.29,-10.54,0.15,3.25,-7.37,-4.18,0.09,0.09,0.22,0.09,0.22,0.07,0.04,0.07,0.27,0.16,0.3,0.28
160.0,-185.27,81.96,-3.81,28.71,2.09,10.87,-1.07,5.36,1.51,9.82,3.69,2.3,-8.12,0.64,-5.78,-4.26,-5.22,3.79,-0.65,5.0,0.05,0.11,0.23,0.29,0.66,0.31,0.24,0.27,0.19,0.12,0.07,0.12
101.05,-365.59,125.46,-46.15,28.81,-19.01,-6.49,-11.57,-5.59,-15.48,-4.07,-8.1,-7.67,-16.38,-3.26,-1.55,3.24,0.4,-7.76,-5.8,-5.29,0.09,0.05,0.23,0.16,0.09,0.44,0.52,0.32,0.14,0.15,0.09,0.13
128.0,-328.04,122.22,-40.24,15.49,-15.17,6.8,-5.91,-2.17,-5.91,1.37,-4.37,-1.43,-8.59,-3.43,-1.69,4.39,-0.95,1.88,-3.68,2.63,0.29,0.11,0.3,0.14,0.13,0.06,0.18,0.8,0.16,0.14,0.21,0.38
174.55,-337.31,127.91,12.97,31.85,10.67,13.13,2.74,-1.54,4.86,3.95,6.2,-1.12,0.03,-6.41,-13.06,-5.02,-9.7,3.11,5.51,-0.15,0.41,0.14,0.2,0.22,0.13,0.15,0.14,0.1,0.21,0.37,0.43,0.73
160.0,-492.58,142.36,-18.68,6.01,-0.98,-14.18,-16.93,-14.7,-4.11,0.95,-1.81,-8.44,-9.09,-4.76,-3.61,-1.32,-3.72,-2.15,-6.13,-11.87,0.2,0.19,0.48,0.26,0.21,0.16,0.28,0.42,0.22,0.47,0.19,0.26
120.0,-583.88,172.52,54.25,16.37,14.84,0.29,-9.78,-5.08,2.23,4.67,4.92,2.38,-3.97,-7.49,-4.86,-2.86,-6.61,-8.28,-0.63,8.46,0.15,0.11,0.52,0.15,0.18,0.11,0.31,0.28,0.16,0.32,0.27,0.27
71.11,-252.26,152.41,-19.55,26.38,-1.48,6.62,-6.83,5.03,-4.4,-3.51,6.53,10.3,-5.32,-3.48,-5.5,1.29,-5.67,4.03,-6.3,-5.33,0.46,0.66,0.39,0.28,0.34,0.72,0.34,0.36,0.65,0.52,0.69,0.42
147.69,-377.82,103.82,-33.27,4.99,-19.58,-2.22,-6.47,4.38,2.51,1.92,-11.21,-4.6,0.25,5.24,-1.11,0.56,3.16,10.44,-2.77,-9.4,0.34,0.33,0.24,0.11,0.11,0.15,0.43,0.33,0.34,0.47,0.57,0.8
106.67,-233.59,116.01,-13.62,20.76,-13.77,-0.89,-12.84,-0.87,-8.11,0.39,-8.83,-4.47,-2.56,1.23,-8.11,1.69,-8.05,-4.31,-4.13,0.73,0.14,0.06,0.14,0.42,0.47,0.26,0.22,0.31,0.6,0.5,0.36,0.47
87.27,-320.74,23.46,-29.71,23.73,-5.52,16.32,1.62,10.4,-1.48,-5.5,5.65,6.43,2.15,-5.66,-2.27,7.24,2.1,-2.31,-5.75,2.58,0.2,0.16,0.38,0.16,0.3,0.14,0.11,0.1,0.09,0.37,0.23,0.58
61.94,-412.58,147.94,37.51,-1.32,-6.59,-10.74,-10.05,-10.05,-11.39,-12.04,-9.0,-1.07,8.93,16.53,16.62,9.66,-1.69,-7.42,-2.47,-1.93,0.0,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.07,0.46,0.55,0.09
101.05,-224.73,52.48,22.71,24.2,15.3,13.26,2.84,5.16,-5.41,6.58,-0.52,3.71,-5.12,1.26,-5.77,0.73,-0.85,-3.73,-5.15,-0.75,0.69,0.17,0.14,0.23,0.51,0.44,0.25,0.39,0.49,0.29,0.2,0.59
174.55,-240.59,60.79,19.21,9.08,-11.83,-4.08,-16.43,2.51,-11.12,-8.59,-9.18,1.19,-9.2,-2.1,-12.69,-0.6,-7.54,-11.23,-19.75,-2.98,0.1,0.08,0.3,0.19,0.42,0.11,0.04,0.04,0.16,0.5,0.22,0.39
96.0,-210.8,95.7,-29.89,19.17,-11.96,-0.18,-10.59,0.38,-5.34,-1.84,-12.36,-2.57,-10.66,-3.98,-13.42,-8.52,-16.15,-7.2,-1.97,3.08,0.18,0.04,0.07,0.39,0.12,0.09,0.51,0.13,0.1,0.16,0.43,0.84
101.05,-400.49,179.71,18.12,3.85,26.3,19.3,6.84,4.14,5.31,1.56,-7.14,-7.84,-5.11,-3.45,-6.66,-0.26,-2.76,-11.61,-8.39,0.49,0.11,0.19,0.27,0.27,0.5,0.16,0.06,0.1,0.23,0.5,0.3,0.12
174.55,-251.24,81.77,-13.18,28.85,-14.42,19.74,7.31,-0.52,-3.13,4.15,-4.28,6.89,0.35,2.17,-1.97,-0.45,-8.29,0.35,-10.36,6.3,0.39,0.18,0.7,0.24,0.24,0.29,0.13,0.32,0.16,0.31,0.33,0.45
120.0,-385.18,152.34,-13.81,14.07,-17.57,-2.4,-6.72,3.37,-6.24,-10.15,-15.61,-15.89,-12.69,3.17,-3.77,-2.22,-2.19,2.39,-4.74,-5.89,0.42,0.35,0.41,0.24,0.24,0.27,0.43,0.57,0.23,0.27,0.37,0.46
112.94,-252.24,41.41,18.79,31.0,-3.23,-0.04,-15.15,-8.89,-19.14,-6.71,-9.94,-1.05,-7.54,-2.5,-7.69,-2.91,-11.14,-5.43,-3.89,-3.07,0.49,0.38,0.31,0.29,0.23,0.16,0.16,0.39,0.24,0.14,0.18,0.22
192.0,-411.11,140.83,-10.09,6.93,3.31,-0.87,-7.34,2.81,-5.85,1.88,-4.01,-5.42,-4.62,2.15,-1.06,-6.2,-4.14,3.38,-5.01,-5.47,0.21,0.1,0.12,0.25,0.46,0.56,0.27,0.12,0.15,0.31,0.47,0.49
137.14,-234.78,116.89,-9.4,2.28,-5.81,-2.71,-0.73,2.88,-3.47,1.83,-4.02,-1.28,1.09,11.98,1.81,3.36,-2.84,2.96,-3.46,-3.98,0.16,0.04,0.1,0.22,0.44,0.2,0.11,0.28,0.16,0.12,0.12,0.48
80.0,-539.16,152.09,-19.74,-24.44,-1.06,-2.25,-9.98,-7.74,-6.52,1.54,2.64,1.07,-3.61,5.66,15.27,10.13,2.38,-4.65,-3.59,9.05,0.22,0.16,0.35,0.09,0.16,0.26,0.22,0.18,0.21,0.64,0.11,0.05
120.0,-219.54,72.05,-11.98,21.36,-7.38,-0.73,-10.53,-0.55,-8.8,1.91,-3.13,6.45,2.15,2.31,-5.24,1.59,-6.05,-3.66,-10.96,-2.35,0.63,0.21,0.3,0.21,0.05,0.02,0.04,0.11,0.26,0.25,0.16,0.22
174.55,-164.66,68.87,-54.13,-0.88,-24.43,-1.02,-5.14,-4.39,-8.94,2.36,-4.89,0.84,-4.55,1.57,-5.57,2.13,-1.05,3.4,-1.99,-1.74,0.57,0.43,0.49,0.38,0.28,0.22,0.39,0.47,0.38,0.34,0.37,0.52
192.0,-308.52,89.72,-45.12,26.52,-25.13,-10.33,-19.07,-13.6,-7.52,-12.98,-12.07,-11.31,-20.06,-10.68,-17.12,-8.51,-5.22,9.4,5.4,2.09,0.13,0.13,0.53,0.16,0.08,0.12,0.18,0.15,0.15,0.62,0.28,0.26
91.43,-357.11,153.95,-43.55,20.73,-15.31,-11.09,-11.93,-15.67,-7.76,-6.74,-5.36,-4.29,-3.07,2.85,-6.19,-3.17,-0.74,-2.2,-0.96,-5.54,0.31,0.15,0.58,0.17,0.16,0.15,0.19,0.34,0.11,0.16,0.23,0.46
73.85,-181.23,75.46,-57.14,-9.31,-30.93,-6.37,-18.0,-2.12,-14.75,-7.07,-15.56,-9.15,-14.29,-8.43,-9.37,-6.37,-2.22,2.06,1.34,5.4,0.21,0.1,0.13,0.04,0.11,0.55,0.28,0.11,0.09,0.33,0.46,0.38
87.27,-160.33,56.95,-2.94,4.09,-9.01,3.02,-7.14,-4.1,-13.83,-8.57,-10.9,-1.56,-10.87,0.88,-7.25,-8.33,-8.47,0.2,-5.57,4.33,0.22,0.11,0.14,0.18,0.78,0.21,0.09,0.27,0.19,0.19,0.1,0.33
174.55,-405.88,180.91,-27.73,0.92,-2.27,-17.29,-15.31,-21.36,-13.65,-12.29,-9.1,-6.59,-8.06,-8.05,-11.5,-8.85,-8.11,-9.77,0.95,4.97,0.37,0.11,0.25,0.1,0.32,0.18,0.06,0.16,0.03,0.05,0.21,0.14
112.94,-431.77,107.39,-10.07,28.84,-4.04,-9.14,-7.3,27.04,-6.27,-7.26,-9.62,-7.79,-4.6,5.1,6.63,11.75,-1.96,-2.63,-11.0,6.47,0.03,0.06,0.04,0.06,0.27,0.06,0.02,0.22,0.19,0.48,0.08,0.06
41.74,-263.92,80.68,-26.35,7.77,-13.23,-8.05,-15.86,-5.31,-12.9,-15.94,-13.55,2.68,-12.66,-5.15,-7.65,-2.36,-4.98,11.15,-0.63,-7.31,0.24,0.35,0.13,0.2,0.28,0.14,0.33,0.16,0.34,0.27,0.23,0.35
83.48,-428.11,181.98,34.85,-4.54,-5.29,-15.55,-17.07,-11.31,-4.73,-2.07,-3.06,-4.83,-7.07,-5.46,-4.36,-8.07,-7.68,-3.64,-2.56,-4.79,0.11,0.2,0.07,0.19,0.23,0.07,0.04,0.01,0.03,0.07,0.4,0.45
73.85,-381.41,146.72,9.17,17.51,18.33,8.18,4.35,6.37,-2.12,-2.86,-9.07,3.73,-4.85,0.66,-6.58,-6.67,-5.78,5.07,-1.63,-12.52,0.75,0.53,0.08,0.09,0.22,0.11,0.06,0.29,0.18,0.04,0.05,0.12
96.0,-332.17,77.55,-19.6,31.3,-14.5,3.6,-3.07,9.46,-8.45,0.3,-3.99,2.33,-8.14,-1.17,-4.85,-2.55,-5.14,0.3,-8.09,-2.04,0.16,0.37,0.07,0.07,0.09,0.2,0.11,0.18,0.44,0.23,0.23,0.12
106.67,-416.64,109.52,-38.57,34.14,-15.17,-13.04,-23.93,-17.42,-13.28,-13.9,-22.19,-6.32,-4.35,-5.22,0.93,-8.57,-23.06,-9.91,-6.51,-1.76,0.01,0.07,0.48,0.09,0.01,0.02,0.05,0.18,0.05,0.13,0.61,0.14
101.05,-291.99,64.25,-40.75,3.85,-24.5,-19.44,-25.34,-9.64,-18.52,-21.86,-15.78,-0.13,-7.98,3.57,-1.32,4.91,-3.49,7.11,-8.13,-4.92,0.59,0.31,0.27,0.24,0.25,0.11,0.08,0.34,0.39,0.2,0.16,0.25
101.05,-364.1,159.55,-32.02,-14.99,4.8,-12.38,-10.24,-8.37,0.77,-3.46,-7.53,-0.3,7.09,12.8,5.07,-6.16,-7.66,-1.08,4.44,-4.82,0.44,0.06,0.01,0.01,0.04,0.02,0.07,0.25,0.06,0.12,0.06,0.31
128.0,-378.8,113.4,15.56,46.56,-10.07,-13.57,-12.0,15.81,13.42,3.56,-6.97,5.08,-6.1,4.46,-6.8,-9.62,-9.69,-5.58,-5.35,2.17,0.56,0.51,0.39,0.26,0.26,0.52,0.29,0.1,0.14,0.23,0.37,0.55
54.86,-403.92,126.39,-18.96,13.09,-1.54,-3.52,-17.32,-3.89,-7.07,-8.14,-13.71,-10.63,-6.85,-4.25,-3.92,-3.55,-5.81,3.46,-2.99,-2.99,0.1,0.13,0.59,0.18,0.1,0.15,0.2,0.32,0.1,0.3,0.24,0.33
83.48,-574.29,124.7,5.67,10.82,-1.71,0.44,-7.04,-5.85,-2.27,-3.78,-7.53,-3.64,1.56,4.13,-1.61,0.8,-2.64,-0.08,9.33,18.59,0.27,0.06,0.03,0.07,0.23,0.07,0.03,0.03,0.06,0.32,0.37,0.43
120.0,-300.25,90.09,-3.82,21.43,2.7,5.55,-5.62,-10.38,-13.37,-2.97,-8.85,-7.21,-11.56,-5.34,-3.55,1.71,-3.98,-1.49,-3.65,2.02,0.06,0.07,0.22,0.8,0.19,0.04,0.18,0.09,0.11,0.09,0.13,0.1
128.0,-173.13,90.11,5.47,22.77,18.56,12.61,6.51,7.05,-0.73,1.28,6.07,9.74,-2.69,2.23,-3.06,-2.36,-1.26,4.09,-0.77,4.88,0.76,0.65,0.57,0.62,0.81,0.7,0.54,0.53,0.45,0.46,0.43,0.47
80.0,-293.71,163.41,-8.44,25.86,4.46,4.72,-11.72,0.41,-1.24,-4.01,-6.35,-11.57,-6.81,-5.49,-6.69,1.32,-6.01,-2.86,0.54,3.32,0.43,0.16,0.21,0.1,0.21,0.08,0.08,0.42,0.16,0.06,0.15,0.26
137.14,-327.82,105.2,-12.62,29.13,-3.06,7.51,-1.47,10.15,3.49,-0.84,-4.73,0.38,1.42,6.66,-2.76,1.3,-3.7,2.73,-4.22,-6.43,0.43,0.25,0.12,0.2,0.07,0.04,0.28,0.52,0.27,0.14,0.14,0.22
174.55,-282.05,122.54,-5.9,22.09,-7.23,-10.87,-14.11,2.49,-7.34,-2.5,-5.51,-3.76,-10.74,-5.11,-8.43,-8.66,-4.1,-0.88,-6.21,-4.08,0.21,0.37,0.19,0.23,0.21,0.21,0.13,0.23,0.55,0.23,0.37,0.25
192.0,-282.49,76.64,-12.51,9.15,-15.06,-1.51,-8.54,2.94,-8.7,4.21,-1.6,2.02,-9.46,-0.21,1.28,11.82,0.2,0.17,-2.83,6.11,0.14,0.35,0.21,0.27,0.48,0.24,0.08,0.12,0.76,0.49,0.25,0.31
106.67,-439.85,149.14,-35.56,-0.55,2.26,2.92,2.78,-4.13,-3.03,5.85,3.2,-3.13,-12.31,-12.68,-5.86,-5.47,-6.8,-10.64,-0.93,9.88,0.43,0.37,0.04,0.12,0.53,0.28,0.17,0.08,0.05,0.03,0.03,0.19
120.0,-405.29,130.86,-12.36,4.03,-14.46,-12.23,-16.15,-14.0,-13.85,6.42,-0.56,-7.39,-6.46,-1.56,-5.18,7.64,2.58,-8.67,-2.96,3.09,0.14,0.39,0.15,0.07,0.41,0.26,0.07,0.25,0.2,0.43,0.1,0.03
87.27,-410.21,88.21,11.98,30.16,8.5,5.34,-0.32,5.66,5.46,5.11,-4.67,-1.59,-3.8,-0.92,-3.12,-7.07,-12.92,-7.05,-6.34,-1.09,0.37,0.09,0.17,0.21,0.11,0.15,0.26,0.12,0.05,0.12,0.21,0.62
137.14,-361.64,85.61,-21.11,21.86,-10.08,7.58,0.26,4.76,-7.84,-10.49,-4.62,10.96,-0.09,6.91,1.57,-3.04,-13.24,-3.11,-1.07,4.22,0.48,0.13,0.1,0.24,0.09,0.14,0.1,0.12,0.11,0.16,0.56,0.45
91.43,-420.13,56.56,-12.56,2.86,-11.24,-3.62,-1.63,3.02,-2.9,4.49,-1.3,0.14,-8.28,-5.14,-7.76,10.63,10.32,-7.03,-8.69,-4.29,0.13,0.1,0.33,0.13,0.42,0.1,0.05,0.21,0.19,0.62,0.22,0.23
120.0,-330.13,191.44,-42.48,13.64,-3.95,-3.89,6.32,-10.16,-2.42,0.17,-5.22,-7.71,-9.77,-6.94,-5.49,-1.72,-3.9,-5.74,-4.03,-2.85,0.18,0.23,0.42,0.15,0.28,0.11,0.22,0.28,0.21,0.23,0.14,0.32
73.85,-259.36,118.43,-18.46,11.49,-13.39,-6.77,-9.72,-6.81,-8.85,-13.45,-15.97,-5.93,-13.24,-1.97,-5.46,-5.19,-8.74,-7.86,-9.92,-7.01,0.09,0.24,0.14,0.23,0.31,0.15,0.25,0.09,0.11,0.27,0.47,0.46
87.27,-356.81,160.54,-21.11,1.98,2.29,12.97,2.12,2.15,-10.26,-7.91,-1.39,-2.46,-14.29,-11.05,-5.82,-7.4,-7.33,-0.01,-11.14,-7.18,0.05,0.22,0.38,0.3,0.15,0.04,0.04,0.14,0.63,0.4,0.06,0.04
120.0,-296.04,99.23,-6.13,21.73,-15.96,-0.83,-3.58,-5.25,-0.88,-2.11,-14.6,6.47,-11.82,-3.15,-2.77,-4.29,-3.56,-5.23,4.29,-2.06,0.23,0.26,0.11,0.24,0.13,0.04,0.07,0.2,0.4,0.46,0.3,0.15
